sentence,construction_type,language
Could you please let us know which of these would be possible for you:,Interrogative-WHInfo-Indirect,english
"By return email, please verify that you received this message and let us know if there is another email address that you prefer us to use.",Interrogative-Polar-Indirect,english
let me know if you have any interest in the Tco-Pool Leach swap for the winter.,Interrogative-Polar-Indirect,english
I can't remember if you guys could do it or not.,Interrogative-Polar-Indirect,english
When is the wedding?,Interrogative-WHInfo-Direct,english
I had a couple of hickies on my neck the day after and the guys all wanted to know if those were shuttle burns.,Interrogative-Polar-Indirect,english
There were some pretty cool dudes back around 1774/76.,Interrogative-Polar-Direct,english
There were some pretty cool dudes back around 1774/76.,Existential-CopPred-ThereExpl,english
There will be two volumes to this saga.,Interrogative-Polar-Direct,english
There will be two volumes to this saga.,Existential-CopPred-ThereExpl,english
After the split Dow Stock there are 120 shares.,Interrogative-Polar-Direct,english
After the split Dow Stock there are 120 shares.,Existential-CopPred-ThereExpl,english
What's happening?,Interrogative-WHInfo-Direct,english
What do you think?,Interrogative-WHInfo-Direct,english
"If that's ok, how do you want your name to show up on the title and what address should I use?",Interrogative-WHInfo-Indirect,english
Would you please ck the Oglethorpe deal from July 2000 - Dec 2000?,Interrogative-Polar-Direct,english
Can you help out?,Interrogative-Polar-Direct,english
Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)?,Interrogative-Polar-Direct,english
Let me know what you think.,Interrogative-WHInfo-Indirect,english
"Otherwise, we can see who we can scare up at the office, or you can have Laura sign and I'll initial later.",Interrogative-WHInfo-Indirect,english
Which do you prefer?,Interrogative-WHInfo-Direct,english
"If not, is there someone else that will?",Interrogative-Polar-Direct,english
"If not, is there someone else that will?",Existential-CopPred-ThereExpl,english
"Therefore, I need to know ASAP if there are any problems with the draft as written.",Interrogative-Polar-Indirect,english
Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)?,Interrogative-Polar-Direct,english
Let me know what you think.,Interrogative-WHInfo-Indirect,english
Where and to whom do you want it faxed?,Interrogative-WHInfo-Indirect,english
Let me know which is easier and we can coordinate.,Interrogative-WHInfo-Indirect,english
"Otherwise, we can see who we can scare up at the office, or you can have Laura sign and I'll initial later.",Interrogative-WHInfo-Indirect,english
Which do you prefer?,Interrogative-WHInfo-Direct,english
"If not, is there someone else that will?",Interrogative-Polar-Direct,english
"If not, is there someone else that will?",Existential-CopPred-ThereExpl,english
"Therefore, I need to know ASAP if there are any problems with the draft as written.",Interrogative-Polar-Indirect,english
Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)?,Interrogative-Polar-Direct,english
Let me know what you think.,Interrogative-WHInfo-Indirect,english
Does that work?,Interrogative-Polar-Direct,english
"Then, also, he's got so much stuff in there right now, that I don't know how he's going to fit baby stuff.",Interrogative-WHInfo-Indirect,english
Your gonna be the first to see the new baby (woudn't it be wierd if the baby gets botn on Jan 5th?),Interrogative-Polar-Direct,english
Why didn't Craig show Ma his appartment?,Interrogative-WHInfo-Direct,english
What do you think about your phone ocnversation with Unlce Ben (he was almost shocked)?,Interrogative-WHInfo-Direct,english
Are you coming for Xmas?,Interrogative-Polar-Direct,english
Let me know if the notice information is OK with you.,Interrogative-Polar-Indirect,english
"Thinking about that, what's your title?",Interrogative-WHInfo-Direct,english
"If you do add all the entities, does that mean that we would not need to put in place a separate agreement for ECCL?",Interrogative-Polar-Direct,english
"The referenced TAGG # was entered as a 'New Counterparty', can you please let me know what counterparty this is so we can correctly assess the counterparty exposure.",Interrogative-WHInfo-Indirect,english
"I'm planning on dragging him to at least one of the U.T. games, I just have to find out when he wants to go (as well as properly prepare him for the Scott/Kelley/Parks/Wild Card gang and the full-day affair that is a U.T. game).",Interrogative-WHInfo-Indirect,english
How are you doing?,Interrogative-WHInfo-Direct,english
Would you come with your parents or separately?,Interrogative-Polar-Direct,english
Do You Yahoo!?,Interrogative-Polar-Direct,english
I'd forgotten how blown away I was by some of the songs the first time I saw it in NY.,Interrogative-WHInfo-Indirect,english
How was the play?,Interrogative-WHInfo-Direct,english
There is no pleasure in having nothing to do; the fun is in having lots to do and not doing it.,Interrogative-Polar-Direct,english
There is no pleasure in having nothing to do; the fun is in having lots to do and not doing it.,Existential-CopPred-ThereExpl,english
Is there anyone else we should tell?,Interrogative-Polar-Direct,english
Is there anyone else we should tell?,Existential-CopPred-ThereExpl,english
Do you know if Bobby can see visitors??,Interrogative-Polar-Indirect,english
There was one death in the injured group and the others with major injuries.?,Interrogative-Polar-Direct,english
There was one death in the injured group and the others with major injuries.?,Existential-CopPred-ThereExpl,english
Can you offer comments/concerns/guidelines?,Interrogative-Polar-Direct,english
Just wanted to know were we stand on the ETA and PA for Argentina?,Interrogative-WHInfo-Indirect,english
"If you need more, there is a proposal from the documentation committee for a new alternative for calculating termination amounts (we heard about it in Amsterdam) that I think will be particularly attractive to the energy markets.",Interrogative-Polar-Direct,english
"If you need more, there is a proposal from the documentation committee for a new alternative for calculating termination amounts (we heard about it in Amsterdam) that I think will be particularly attractive to the energy markets.",Existential-CopPred-ThereExpl,english
I don't know where this stands officially (I haven't heard any developments since Amsterdam) but I can find out from Bob Pickle if you want.,Interrogative-WHInfo-Indirect,english
Is that what you want?,Interrogative-WHInfo-Direct,english
"To make matters even more confusing, there are two Mark Taylors.",Interrogative-Polar-Direct,english
